acctsessionid,acctstarttime,upload,download,acctsessiontime,callingstationid,calledstationid,calledstation_ssid
66,a7b3168e56f095f9aeaa3c64d6f7f9a78863c380bb90df01a5b460d3d46ab589,2024-09-12 07:00:00,0,0,0.0,5f894c49e92a470a9a6640206e2b2f939ff3346b0db6b24f36e853ef10514f9e,1f0e40ed226098605a8b5ba0fb68b628913aa12f56c899a8d0b80acccd980f3b,Porto. Free Wi-Fi
67,b3e32c75d1e0e67ec95979e722b8c8865da7dc956e2f2babe3c48d55df676f47,2024-09-12 02:00:00,0,0,6.0,e6dacde7d117bf71b66781e5afb89f35d5b2d46ad47e3fcaa1e71a6cb8e8e233,90262c26680d2525940e71e2cdaaa5604f5844fa4dff93bdc3d4d6bdb9620c9b,eduroam
68,30ef8f67975d8c6f61f17793de733426e9d259a2620dfd299898b95fa52987d0,2024-09-12 05:00:00,2,21,10.0,4fcee32e0202dd8bd511817b5ac92d2a15d4eb7e71d198a3734fef329563c253,81fc66ca77e56b922c0f76a5af15bd7db07849296f6eb99db7e709feed9d890b,Porto. Free Wi-Fi
69,747b631c575a16bd54d9d452333dd49164e3027c122acddcfe638db2c4e0ff13,2024-09-12 07:00:00,0,0,0.0,aff5b7218430106765dad78c04de81fdbb3dce02e7c78be970ad3be3a50c5ba8,4cad16c07e8c4d222c35d87e0e91ca7f748373f1733a74e0cd7c6e2a295726b4,Porto. Free Wi-Fi
70,ae64f705db43455823c02a904243b538f0bdf17690feb025ab0d7011fe020094,2024-09-12 06:00:00,1,1,2.0,aff5b7218430106765dad78c04de81fdbb3dce02e7c78be970ad3be3a50c5ba8,4cad16c07e8c4d222c35d87e0e91ca7f748373f1733a74e0cd7c6e2a295726b4,Porto. Free Wi-Fi
71,79de9cdb5cb79444772fc3441c6d038f072245b710d53fea68080b955671a9b6,2024-09-12 02:00:00,0,0,0.0,aff5b7218430106765dad78c04de81fdbb3dce02e7c78be970ad3be3a50c5ba8,f7e65d06ecc77fb0b1d76fdcc33f153f56f2d6a5c8f69953cbfa10cc3c911738,Porto. Free Wi-Fi
72,49b5c8480f5359a76d3e34a9ddcb8b3700d46ad2e81cf428ee7a543ee86cebf2,2024-09-12 06:00:00,6,53,24.0,9f94a63d538f934573b9d681e667cfc927181a346766ec9abe6a2dd85986e491,99f2a505a6dd020059758ce68eb487950642769def00d9a13615644dd1416e78,eduroam
73,ae858a640699ad48c97074817948160d107adaaab5c5b209ea39ca209fc591e0,2024-09-12 07:00:00,0,0,0.0,b2de52c6baaee64f2e9269077bbf78d0bfbac0cbf75620cb25051981f2337677,011af1da43573fdcf8102678c4d1dac93ca550e35cb25d21740bc8c443a4203c,Porto. Free Wi-Fi
74,91f8729c5628ed22a22df90a3d1c1615f62ed95c0453e4f3693d4d7d362ca5fe,2024-09-12 04:00:00,0,0,3.0,aff5b7218430106765dad78c04de81fdbb3dce02e7c78be970ad3be3a50c5ba8,a9623ebc2984a20de78d660be9953231f9a2357415fdaca372ac8480fd811ae5,Porto. Free Wi-Fi
75,7d5e3e642d8a383355065ca8691d87247d1b720afdfda276dc93a47579031ecb,2024-09-12 06:00:00,2,2,30.0,c3abbec933a0904e38506234a77ebea39870d8edec201bba47c3c93b97f8698d,96aeb7ed34416bb1891ebdb2d7727fb111549b6faec1202f65e5dc2de7cd3c63,
76,8e2d0491e88190712877f498056424015f042bd2472e9c0d6333b685b73d1ed4,2024-09-12 07:00:00,0,0,6.0,67e7af7ec374a5b03b1407237260e1968f1c6dcda863faa425d3f55f1f4dc632,ffc01f84f32e65f9201d802c2d5e0aaf2b04efd87241735e31469b8e302bbce9,eduroam
77,1238e867d73104536b5a535b2e5d68d3d24f5b9e04541d96a4508027cdd714dc,2024-09-12 07:00:00,0,0,5.0,4624dcab41f711701825678169090ba41b513a8022d587d05facaa7ccbea660c,a9fe5a7925c5a026d9148a8b48989ef93d09134ad235d2b673ec879baa8cb951,Porto. Free Wi-Fi
78,d2182227c061333713be1e646eb0a73a64c2a56f48172cbf06284343ad3297bb,2024-09-12 06:00:00,2,79,30.0,64bd2c489ecd65346f6a4f92f7bb676864080a13fe9d357dbf0bea57056aef4c,6b9f9bc0414773e591a14f21234e5773012f1274f7c2286f02a823c380dcb340,
79,617a564bc9cb1cafeed57b64261365af9ecd14a11d120a5a90901abe96ac3ae6,2024-09-12 02:00:00,0,0,30.0,83a6ddfedd324818eb9a1908f9883df870f799f8766419c0fee076065954e88b,eaf31d80997b02ba6ea771a4ce4363fe640a921f47284f788f2d1c907672f01b,
80,49b5c8480f5359a76d3e34a9ddcb8b3700d46ad2e81cf428ee7a543ee86cebf2,2024-09-12 05:00:00,0,0,0.0,9f94a63d538f934573b9d681e667cfc927181a346766ec9abe6a2dd85986e491,c5b75ca3821a19ebbaa99bfd055b16b36ef85c479c528735f86b6c24eacbc7a1,eduroam
81,7e247fd494ac5ec4c9f076a1e4628cd5837e619f07e0bd5f59e496693b37c17d,2024-09-12 01:00:00,0,0,,30519f9ec479c213fba27de8cecabbe743561ba61de0ac9e253e5c8b60a8ac78,699e73a48d40a6bfa12c823b48f627f6afe8c007efae138b841a1a091e49be02,Porto. Free Wi-Fi
82,e651d2094b7ae4933099667ea8c0434b01dd9586983ae4c340eb16b53e56e46a,2024-09-18 16:00:00,0,0,1.0,7bb15233faec7e36abb5923fc8280e77d817363d0360b746154ec3c2afe6e775,b7484be9d82f15a9cf0cc967b21931a60afe085c467bcdb725c21d39878276fc,eduroam
83,643793ade91bb23fc1279a55279619f5a60d6560dad876a30ae1f93136a1ce51,2024-09-12 07:00:00,1,17,1.0,aff5b7218430106765dad78c04de81fdbb3dce02e7c78be970ad3be3a50c5ba8,4cad16c07e8c4d222c35d87e0e91ca7f748373f1733a74e0cd7c6e2a295726b4,Porto. Free Wi-Fi
84,30ef8f67975d8c6f61f17793de733426e9d259a2620dfd299898b95fa52987d0,2024-09-12 03:00:00,1,21,6.0,4fcee32e0202dd8bd511817b5ac92d2a15d4eb7e71d198a3734fef329563c253,81fc66ca77e56b922c0f76a5af15bd7db07849296f6eb99db7e709feed9d890b,Porto. Free Wi-Fi
85,8d8db23f9005938740ae18fc5aeb6684b3a17ac4be64d8d7a4bb147f23f38fc2,2024-09-12 02:00:00,0,0,5.0,aec60bd32fa9a044b33df1e2252a7c625d30f4b2653b7e8819be5edf5054c0ac,b715b6d508f3617aeffc2c727c60e5e02c05a0540bb88a54b74d401c16708f63,Porto. Free Wi-Fi
86,a47069e91e4b8a4135cc59187a50d25f850b750fd89c2afcc09cf8bc8a6e9e43,2024-09-12 02:00:00,0,1,6.0,def605e6f8fbcc038a318f863da9c48b8768d53fc0c27860af261651317b69df,a268e2c4b81aa4242e17b0a37dfd7912efd93b8bc20c052caadf582b59cd6a6f,Porto. Free Wi-Fi
87,b9d44557655f4f0299d32aea98ea43bfee7d448bd13181a13b35ca60510dd2cd,2024-09-12 01:00:00,0,0,1.0,aff5b7218430106765dad78c04de81fdbb3dce02e7c78be970ad3be3a50c5ba8,a9623ebc2984a20de78d660be9953231f9a2357415fdaca372ac8480fd811ae5,Porto. Free Wi-Fi
88,00a441b6b8ead897ac8c87a10faa1fade029642b71349fc0cc73c130b7932d41,2024-09-12 05:00:00,2,2,4.0,18598e109c3d2196276f7245e655044e2afec5630aa19fc2954e9869c6f432b6,a624b94f6637ac8e51fab1d1d6bc1eca5c8949e4e57783ed2b1d95da5a477902,eduroam
89,00a441b6b8ead897ac8c87a10faa1fade029642b71349fc0cc73c130b7932d41,2024-09-12 03:00:00,2,3,4.0,18598e109c3d2196276f7245e655044e2afec5630aa19fc2954e9869c6f432b6,55c24a0bff87ac512fbf718e87268746109015ee49e3ea30ae434da6f3b8655c,eduroam
90,3fb4d6d013e0ce0df1df971be674a6e36ee9b96e73c8ea97cbcbfd0044a9e0fd,2024-09-12 01:00:00,0,0,0.0,aff5b7218430106765dad78c04de81fdbb3dce02e7c78be970ad3be3a50c5ba8,4cad16c07e8c4d222c35d87e0e91ca7f748373f1733a74e0cd7c6e2a295726b4,Porto. Free Wi-Fi
91,643793ade91bb23fc1279a55279619f5a60d6560dad876a30ae1f93136a1ce51,2024-09-12 02:00:00,0,7,0.0,aff5b7218430106765dad78c04de81fdbb3dce02e7c78be970ad3be3a50c5ba8,4cad16c07e8c4d222c35d87e0e91ca7f748373f1733a74e0cd7c6e2a295726b4,Porto. Free Wi-Fi
92,ce7aed353bef890efc2d09dccae1cd76539d99c5f95434aa97dc69cbc4ddf561,2024-09-12 07:00:00,0,0,6.0,c566e9262da59e9159eedee559c0df03507726e1d16fbd9b8fd9a62afd0d1554,55c24a0bff87ac512fbf718e87268746109015ee49e3ea30ae434da6f3b8655c,Porto. Free Wi-Fi
93,0fa4bbae3d36e78fbc8af3b57a2cf99d5d0cd516e4fbba472ec9d1cf59cb3377,2024-09-12 04:00:00,1,0,30.0,990ced9a798f0182f7a6959c7c69a26311e119421abf28f202e12d7dd477b6a4,0c1d109fd5305082f00fce504a5008365d73b5e3f84069ca689d7d20c3b3d7eb,
94,6862ffa0ad08de74715f1b103847c7444bd7fd9b3e4e5c3f864f72d6e2bb0273,2024-09-12 04:00:00,0,0,0.0,aff5b7218430106765dad78c04de81fdbb3dce02e7c78be970ad3be3a50c5ba8,4cad16c07e8c4d222c35d87e0e91ca7f748373f1733a74e0cd7c6e2a295726b4,Porto. Free Wi-Fi
95,cf36fe4b3f7928fa373a4595ba57b10444c4821b02b7d34da75b52b1312f6739,2024-09-12 01:00:00,1,0,10.0,927649f7c57c40d61584bd801eed11e2a624f108df6073b16b7e9564d03e3e6f,c5b75ca3821a19ebbaa99bfd055b16b36ef85c479c528735f86b6c24eacbc7a1,eduroam
96,496392e649d9cd03555f33025f4210c683e81005089328a4ff407ca2995a5951,2024-09-12 05:00:00,0,0,6.0,43ed05818d69034a7b5b48e74ceaa939ce3f2a935c5d6909e1839fb6135c3944,7501b9e9437bf71fc10c363fcbe3fc6c36c5f447f93d22404ddcc41405c568de,Porto. Free Wi-Fi
97,97fa7afd9ba1e853c95aaa88112db37c4d8b7f43bd8a0ddcc833fbd5af66662b,2024-09-12 01:00:00,0,0,1.0,aff5b7218430106765dad78c04de81fdbb3dce02e7c78be970ad3be3a50c5ba8,4cad16c07e8c4d222c35d87e0e91ca7f748373f1733a74e0cd7c6e2a295726b4,Porto. Free Wi-Fi
98,0caa602db0260f075038208f2e680fa557933c4e1ed2749827dbe4c4f76fefa2,2024-09-12 01:00:00,0,0,5.0,be12ba143d676b997156684de448b597e3afb3cb2a3ca6e4f20cbc6b0723180f,000a9b5f3e9924b838334ddc856fb44e865abff86f6ef27d4297d10436481d33,eduroam
99,b4bd8a560cfae9aecbb529e62f6bb532b2d103aae22c2814f94cc70f27e29ae6,2024-09-12 05:00:00,0,2,30.0,fa89c76b09d6613dfd14087b07e22b85f1dd2e60c1cf53af0f6182d4a7b1a23a,eaf31d80997b02ba6ea771a4ce4363fe640a921f47284f788f2d1c907672f01b,
100,dabf4734a7d4708d7023e3fcb5cef64f39e47ec7bcb45d049cbe82580189bb81,2024-09-12 06:00:00,0,0,30.0,60d2abb9040695f942b3e010991954c9004c756cc9d8e369b09ca890a7341d1f,0c1d109fd5305082f00fce504a5008365d73b5e3f84069ca689d7d20c3b3d7eb,
101,da05f1c6d6337f8a188e5050e5b068341a81069d65a5b058c3b9926693c68f45,2024-09-12 03:00:00,1430,1621,30.0,6e31525fae7e4d74a51d4da49b03af477b7d4d3506c50bd063704c858d10d321,49df09b42acd7d44606a5a89ba405390599f3ead3349edab92136c8339191992,
102,858f7a111456cdf6a37cb52e0b0439e256694307c6a7b3c27abf7fe68fcdf4d1,2024-09-18 16:00:00,0,0,2.0,bab5fa18476a31f2cfa2fa6dfd4ac0fbc95515cefd1b3168eb055387dce739e3,b88058e804df91821218cfbafff1f73fb51a2df116dfe7a370501be83eac24ff,eduroam
103,4cc7889be53a91da2f1bbe193ee358ab7e9939128453ad08dd4ff86ff896b879,2024-09-12 02:00:00,0,0,1.0,9c4f18e94ce3edb2e994fce78a88c4293973909cf3235d0bb838b27ef0ebed5d,55c24a0bff87ac512fbf718e87268746109015ee49e3ea30ae434da6f3b8655c,eduroam
104,1523b2bae74a026dd9df8166cc135653958fa9b3ddb2e6cc8f399066d0dc81f8,2024-09-18 13:00:00,0,2,6.0,8ee06ac4132f9d00057fa9358a2bdea8044a5cb749ce49d7435789a8285c492b,4117cecd54cd080ae324a47fecd0300ceb1d3a4affb9601b08d2a6a9bff0c87b,eduroam
105,f4dcd739861257287949d7c4e2e4973a44e93e7ec5961ec2103b1496ce86f573,2024-09-12 05:00:00,1,8,6.0,0fd9cc95e759275ad68a509605bdad06484fee815685d0e0358ec08b46928949,12cafa28850b93463f9cc0c892c18d7c553aee5253d68ef8428767098510f438,eduroam
106,49b5c8480f5359a76d3e34a9ddcb8b3700d46ad2e81cf428ee7a543ee86cebf2,2024-09-12 02:00:00,2,20,6.0,9f94a63d538f934573b9d681e667cfc927181a346766ec9abe6a2dd85986e491,2891d2862c2b603d136c41db8c02b9814e621c7129d18a0a080bf4c25b82ddd2,eduroam
107,5388bd5a77819d309ec2c76563842d0ee46fc98173d5649e15b6e27a39ca8756,2024-09-12 01:00:00,0,0,2.0,18598e109c3d2196276f7245e655044e2afec5630aa19fc2954e9869c6f432b6,55c24a0bff87ac512fbf718e87268746109015ee49e3ea30ae434da6f3b8655c,eduroam
108,88c891321997282f11c7e26cfb5197387c5fe79f9f2600ebbf84927577510234,2024-09-12 06:00:00,0,0,0.0,e053b57523826614b937ded2c13add315aebd115af0f6bb8241d68fc6eefef37,12cafa28850b93463f9cc0c892c18d7c553aee5253d68ef8428767098510f438,eduroam
109,49b5c8480f5359a76d3e34a9ddcb8b3700d46ad2e81cf428ee7a543ee86cebf2,2024-09-12 07:00:00,3,20,7.0,9f94a63d538f934573b9d681e667cfc927181a346766ec9abe6a2dd85986e491,40bf3519cde90d35ae8e5f741cc77cc0629ea8f01b765e737b1c35e02570ce5b,eduroam
110,30ef8f67975d8c6f61f17793de733426e9d259a2620dfd299898b95fa52987d0,2024-09-12 03:00:00,0,2,2.0,4fcee32e0202dd8bd511817b5ac92d2a15d4eb7e71d198a3734fef329563c253,011af1da43573fdcf8102678c4d1dac93ca550e35cb25d21740bc8c443a4203c,Porto. Free Wi-Fi
111,9b266a3b365fd0915e0f7de89e5ec1cc0215bcdf8d406bd7463a4be75858b1f2,2024-09-12 06:00:00,0,0,5.0,6b19ac345c93b82c0e8cd9b038b1ac92b204d805ebea207a3437dbf06cb34b7e,4cad16c07e8c4d222c35d87e0e91ca7f748373f1733a74e0cd7c6e2a295726b4,eduroam
112,ad547dbf89b957036255a3a8e88b0f3d0c247911026efa0aac959b27f49d0f28,2024-09-12 03:00:00,0,0,0.0,c0c8e2ca03529c170760512ce2ae596d6b3497e0254bc81244f2f21ac957f158,a624b94f6637ac8e51fab1d1d6bc1eca5c8949e4e57783ed2b1d95da5a477902,Porto. Free Wi-Fi
113,20dad3b028d7dd76e23555eb4d1e034f5844c0ff6663a0a7bf5837800c54673d,2024-09-18 12:00:00,0,0,,21cf15459cb44fffdf31c3f837d7e973fad8e6c41d1ec6a076f99075ed4abca6,6e6acac95fc2fe18ee7ec004a3a6831b69d5adeee50921719f996529aa9910ec,Porto. Free Wi-Fi
114,5b05b453277afac9e0ad0eaf1c26f7e46999c32925771711436b4c92e1247af0,2024-09-12 03:00:00,139,5,30.0,18bb35f944dfb0cc483d4c14c61d46079167bf54bab259494f1b7c29c0b6bbda,66989bc1b3c3cf44f2db3bd6d1f52f7bdcf24f8dfd8bf3c3d03c6629038e254c,Porto. Free Wi-Fi
115,a796e3709e680574c60a10db31764c174b38595e161489aceacf2b641153f487,2024-09-18 15:00:00,0,0,7.0,069a1d0dc6ad8f9b0bb4efb383ea5dab10cb138ca339091a48832e35dad4ecad,fb635831ddca59a6749331693fa8058d5eeddc26eff8af8741e1a08a1931f428,Porto. Free Wi-Fi
116,c42c0b8175913a14c23db879fac8c6d0eda6f5fb514938e35442a4ebda8fad86,2024-09-12 03:00:00,0,0,0.0,fef6c4e217a3b9557a45fd07f485be25305ad185b26f039e14989b509a9b08cc,0aa49fdeb89f751e939a0e7f9a7bd64f70684db8a0cf46ac6598c3ead64eb17a,Porto. Free Wi-Fi
117,9cd4006e1848adf6d5c186a802bb7ca4587ada3dab6871d4724fdac0645cbe37,2024-09-12 05:00:00,16,2,30.0,7702994bb3979a85e771fac5ef44a361469d63c0454c374d4bb976726481e1d4,0c1d109fd5305082f00fce504a5008365d73b5e3f84069ca689d7d20c3b3d7eb,
118,70a8cf3b6353632a712329fe8c2dc63f9f9037d1b5618e2a0ff254756a6834f4,2024-09-18 10:00:00,0,0,5.0,d52a015aadcfa2252d41733642e2f5f204d24585c329ba310061d936f52bb31f,7098d542da8d31155917668e73784783715228171387e1fd33ca712016827663,Porto. Free Wi-Fi
119,d8eb2d1c308c670c9bbb3831bbb7f95d4d7cc72117a509ffe3706d682e00c106,2024-09-18 16:00:00,0,0,0.0,721044da2499f5915c622045e9e32c9bc8dec18fd5f31cbb04bc6d280bbe46e7,306788eaabf0726c0d38072cff1bea67aa253e35cd63cf55de4ecea5787321b9,eduroam
120,7e8c21cd35da59e76aa96a4921f42c31f98de4e689b782f23f7e2506d78dd5ef,2024-09-18 11:00:00,0,0,5.0,b2e8a3f17343c5717a69dfcfa69790ab0b71c00828195a4e772210899cd5e0ee,71356742cba9643b7ac2be2411b3bfe66f89ec664847a51bdbacf31fd03962f8,Porto. Free Wi-Fi
121,f9b6c7eeea2045102035da1069bad130085dafadcd7ad17f1d4362324d44e7f7,2024-09-18 16:00:00,0,0,5.0,61bc57e4f152399ec629d8c2236002fc41bbaf0cb756b45ccfdd53bbc35ed5f8,fb635831ddca59a6749331693fa8058d5eeddc26eff8af8741e1a08a1931f428,Porto. Free Wi-Fi
122,30b2703005b16c9107a9318196a265147ce0368927ed3967a6de4a3ab34f74ea,2024-09-18 12:00:00,33,9,40.0,68067b45e15228f853b2325b6588b492d0d0c6b6d72c0b0fdcd042d641c07c70,b715b6d508f3617aeffc2c727c60e5e02c05a0540bb88a54b74d401c16708f63,Porto. Free Wi-Fi
123,b4710c8e1ea10afacf38616bac8f1e86c85b4400077473196612af9eba8fd110,2024-09-12 01:00:00,0,0,0.0,9c4f18e94ce3edb2e994fce78a88c4293973909cf3235d0bb838b27ef0ebed5d,55c24a0bff87ac512fbf718e87268746109015ee49e3ea30ae434da6f3b8655c,eduroam
124,2eac27f5f2c9cc44fb125f6ba60341ba1efce95954d912645cc07c409a6069f7,2024-09-18 13:00:00,0,0,0.0,6210841c4741567b291d7bbecd049b92a0b449600c9b21fefd298fcf12f18028,2d214649d2fc83929c5180eb473420d7b7a214e2e0be336c7d6be356c1f742b1,Porto. Free Wi-Fi
125,1353cc8c39915f36f5795e08a136d695ff7995b50e37c90e55d274ae3606c300,2024-09-18 10:00:00,1,21,,9805372c66419a869c1b996787c0c9d8e02bc43de62aad7dfdff840ee64dddd7,712ab2af64efb9bc13a82847623bfc86f0b70a625066b61cb160573eeb0da1db,eduroam
126,88c891321997282f11c7e26cfb5197387c5fe79f9f2600ebbf84927577510234,2024-09-12 05:00:00,0,0,0.0,e053b57523826614b937ded2c13add315aebd115af0f6bb8241d68fc6eefef37,2b40944c1952a453ce5b81583ff3c9d1f83d4e70a6cb00cfd673bbc3f99d0a77,eduroam
127,cb3bd90e68e2e6956d90794921a4665ab70c8dc1c4e01fe9a958d5560760cc11,2024-09-12 01:00:00,0,0,4.0,6787ecc8de22202f91de62097fd05b0d6cd704fa9047bc58b5085bc1d165665f,f7e65d06ecc77fb0b1d76fdcc33f153f56f2d6a5c8f69953cbfa10cc3c911738,Porto. Free Wi-Fi
128,6c318cdf1a782fae87082a47cd7ed0a8b4aaa4319e54ae1fbfbd140ed69c00fc,2024-09-18 10:00:00,0,0,0.0,e5098e48e344010934f28c8569b107673acd1ba2eeb0b674cd7973730f6c4765,87fd7b327e5afec3d8d878764e8ffc14fd2c09cfbeca4bfb9afbeb2570b6a82f,eduroam
129,32bbf25393e357f2e349947205d26a3fbe487d0d6827d0b0776d24e1a30bf2f5,2024-09-12 04:00:00,0,0,0.0,9c4f18e94ce3edb2e994fce78a88c4293973909cf3235d0bb838b27ef0ebed5d,55c24a0bff87ac512fbf718e87268746109015ee49e3ea30ae434da6f3b8655c,eduroam
130,30ef8f67975d8c6f61f17793de733426e9d259a2620dfd299898b95fa52987d0,2024-09-12 06:00:00,2,21,7.0,4fcee32e0202dd8bd511817b5ac92d2a15d4eb7e71d198a3734fef329563c253,7098d542da8d31155917668e73784783715228171387e1fd33ca712016827663,Porto. Free Wi-Fi
131,45a91e82899156546d571eb1b14256d71c85fd0700c7c4aa4ac2d2512088bf6d,2024-09-12 07:00:00,0,0,0.0,18598e109c3d2196276f7245e655044e2afec5630aa19fc2954e9869c6f432b6,55c24a0bff87ac512fbf718e87268746109015ee49e3ea30ae434da6f3b8655c,eduroam
